Date,Open,High,Low,Close*,Adj Close**,Volume
11-Jul-22,"3,880.94","3,880.94","3,847.22","3,854.43","3,854.43","3,423,480,000"
8-Jul-22,"3,888.26","3,918.50","3,869.34","3,899.38","3,899.38","3,521,620,000"
7-Jul-22,"3,858.85","3,910.63","3,858.85","3,902.62","3,902.62","4,057,770,000"
6-Jul-22,"3,831.98","3,870.91","3,809.37","3,845.08","3,845.08","4,417,720,000"
5-Jul-22,"3,792.61","3,832.19","3,742.06","3,831.39","3,831.39","5,076,590,000"
1-Jul-22,"3,781.00","3,829.82","3,752.10","3,825.33","3,825.33","4,046,950,000"
30-Jun-22,"3,785.99","3,818.99","3,738.67","3,785.38","3,785.38","4,840,070,000"
29-Jun-22,"3,825.09","3,836.50","3,799.02","3,818.83","3,818.83","4,211,240,000"
28-Jun-22,"3,913.00","3,945.86","3,820.14","3,821.55","3,821.55","4,270,120,000"
27-Jun-22,"3,920.76","3,927.72","3,889.66","3,900.11","3,900.11","4,325,310,000"
24-Jun-22,"3,821.75","3,913.65","3,821.75","3,911.74","3,911.74","8,120,260,000"
23-Jun-22,"3,774.71","3,802.58","3,743.52","3,795.73","3,795.73","5,098,640,000"
22-Jun-22,"3,733.89","3,801.79","3,717.69","3,759.89","3,759.89","5,058,990,000"
21-Jun-22,"3,715.31","3,779.65","3,715.31","3,764.79","3,764.79","5,292,260,000"
17-Jun-22,"3,665.90","3,707.71","3,636.87","3,674.84","3,674.84","8,520,740,000"
16-Jun-22,"3,728.18","3,728.18","3,639.77","3,666.77","3,666.77","5,644,930,000"
15-Jun-22,"3,764.05","3,837.56","3,722.30","3,789.99","3,789.99","5,530,480,000"
14-Jun-22,"3,763.52","3,778.18","3,705.68","3,735.48","3,735.48","5,153,890,000"
13-Jun-22,"3,838.15","3,838.15","3,734.30","3,749.63","3,749.63","5,636,890,000"
10-Jun-22,"3,974.39","3,974.39","3,900.16","3,900.86","3,900.86","4,889,640,000"
9-Jun-22,"4,101.65","4,119.10","4,017.17","4,017.82","4,017.82","4,134,170,000"
8-Jun-22,"4,147.12","4,160.14","4,107.20","4,115.77","4,115.77","4,159,470,000"
7-Jun-22,"4,096.47","4,164.86","4,080.19","4,160.68","4,160.68","4,248,210,000"
6-Jun-22,"4,134.72","4,168.78","4,109.18","4,121.43","4,121.43","4,332,700,000"
3-Jun-22,"4,137.57","4,142.67","4,098.67","4,108.54","4,108.54","3,711,110,000"
2-Jun-22,"4,095.41","4,177.51","4,074.37","4,176.82","4,176.82","4,405,790,000"
1-Jun-22,"4,149.78","4,166.54","4,073.85","4,101.23","4,101.23","4,531,800,000"
31-May-22,"4,151.09","4,168.34","4,104.88","4,132.15","4,132.15","6,822,640,000"
27-May-22,"4,077.43","4,158.49","4,077.43","4,158.24","4,158.24","4,375,620,000"
26-May-22,"3,984.60","4,075.14","3,984.60","4,057.84","4,057.84","4,709,970,000"
25-May-22,"3,929.59","3,999.33","3,925.03","3,978.73","3,978.73","4,802,560,000"
24-May-22,"3,942.94","3,955.68","3,875.13","3,941.48","3,941.48","4,923,190,000"
23-May-22,"3,919.42","3,981.88","3,909.04","3,973.75","3,973.75","4,420,030,000"
20-May-22,"3,927.76","3,943.42","3,810.32","3,901.36","3,901.36","5,130,730,000"
19-May-22,"3,899.00","3,945.96","3,876.58","3,900.79","3,900.79","5,113,550,000"
18-May-22,"4,051.98","4,051.98","3,911.91","3,923.68","3,923.68","5,103,220,000"
17-May-22,"4,052.00","4,090.72","4,033.93","4,088.85","4,088.85","4,841,410,000"
16-May-22,"4,013.02","4,046.46","3,983.99","4,008.01","4,008.01","4,415,030,000"
13-May-22,"3,963.90","4,038.88","3,963.90","4,023.89","4,023.89","5,183,340,000"
12-May-22,"3,903.95","3,964.80","3,858.87","3,930.08","3,930.08","6,286,450,000"
11-May-22,"3,990.08","4,049.09","3,928.82","3,935.18","3,935.18","5,816,140,000"
10-May-22,"4,035.18","4,068.82","3,958.17","4,001.05","4,001.05","5,885,820,000"
9-May-22,"4,081.27","4,081.27","3,975.48","3,991.24","3,991.24","5,954,520,000"
6-May-22,"4,128.17","4,157.69","4,067.91","4,123.34","4,123.34","5,116,940,000"
5-May-22,"4,270.43","4,270.43","4,106.01","4,146.87","4,146.87","5,077,030,000"
4-May-22,"4,181.18","4,307.66","4,148.91","4,300.17","4,300.17","5,136,360,000"
3-May-22,"4,159.78","4,200.10","4,147.08","4,175.48","4,175.48","4,582,050,000"
2-May-22,"4,130.61","4,169.81","4,062.51","4,155.38","4,155.38","5,163,790,000"
29-Apr-22,"4,253.75","4,269.68","4,124.28","4,131.93","4,131.93","5,084,030,000"
28-Apr-22,"4,222.58","4,308.45","4,188.63","4,287.50","4,287.50","4,854,180,000"
27-Apr-22,"4,186.52","4,240.71","4,162.90","4,183.96","4,183.96","4,769,680,000"
26-Apr-22,"4,278.14","4,278.14","4,175.04","4,175.20","4,175.20","4,689,970,000"
25-Apr-22,"4,255.34","4,299.02","4,200.82","4,296.12","4,296.12","5,240,040,000"
22-Apr-22,"4,385.83","4,385.83","4,267.62","4,271.78","4,271.78","4,651,940,000"
21-Apr-22,"4,489.17","4,512.94","4,384.47","4,393.66","4,393.66","4,636,890,000"
20-Apr-22,"4,472.26","4,488.29","4,448.76","4,459.45","4,459.45","4,290,450,000"
19-Apr-22,"4,390.63","4,471.03","4,390.63","4,462.21","4,462.21","4,108,120,000"
18-Apr-22,"4,385.63","4,410.31","4,370.30","4,391.69","4,391.69","3,910,490,000"
14-Apr-22,"4,449.12","4,460.46","4,390.77","4,392.59","4,392.59","4,083,090,000"
13-Apr-22,"4,394.30","4,453.92","4,392.70","4,446.59","4,446.59","3,828,150,000"
12-Apr-22,"4,437.59","4,471.00","4,381.34","4,397.45","4,397.45","4,152,090,000"
11-Apr-22,"4,462.64","4,464.35","4,408.38","4,412.53","4,412.53","4,266,290,000"
8-Apr-22,"4,494.15","4,520.41","4,474.60","4,488.28","4,488.28","4,083,200,000"
7-Apr-22,"4,474.65","4,521.16","4,450.30","4,500.21","4,500.21","4,821,490,000"
6-Apr-22,"4,494.17","4,503.94","4,450.04","4,481.15","4,481.15","4,986,830,000"
5-Apr-22,"4,572.45","4,593.45","4,514.17","4,525.12","4,525.12","4,800,620,000"
4-Apr-22,"4,547.97","4,583.50","4,539.21","4,582.64","4,582.64","4,547,350,000"
1-Apr-22,"4,540.32","4,548.70","4,507.57","4,545.86","4,545.86","4,562,940,000"
31-Mar-22,"4,599.02","4,603.07","4,530.41","4,530.41","4,530.41","4,823,020,000"
30-Mar-22,"4,624.20","4,627.77","4,581.32","4,602.45","4,602.45","4,385,570,000"
29-Mar-22,"4,602.86","4,637.30","4,589.66","4,631.60","4,631.60","5,085,910,000"
28-Mar-22,"4,541.09","4,575.65","4,517.69","4,575.52","4,575.52","4,312,260,000"
25-Mar-22,"4,522.91","4,546.03","4,501.07","4,543.06","4,543.06","4,305,020,000"
24-Mar-22,"4,469.98","4,520.58","4,465.17","4,520.16","4,520.16","4,131,390,000"
23-Mar-22,"4,493.10","4,501.07","4,455.81","4,456.24","4,456.24","4,550,670,000"
22-Mar-22,"4,469.10","4,522.00","4,469.10","4,511.61","4,511.61","4,754,840,000"
21-Mar-22,"4,462.40","4,481.75","4,424.30","4,461.18","4,461.18","4,869,820,000"
18-Mar-22,"4,407.34","4,465.40","4,390.57","4,463.12","4,463.12","8,278,430,000"
17-Mar-22,"4,345.11","4,412.67","4,335.65","4,411.67","4,411.67","4,985,090,000"
16-Mar-22,"4,288.14","4,358.90","4,251.99","4,357.86","4,357.86","6,309,750,000"
15-Mar-22,"4,188.82","4,271.05","4,187.90","4,262.45","4,262.45","5,392,470,000"
14-Mar-22,"4,202.75","4,247.57","4,161.72","4,173.11","4,173.11","5,574,920,000"
11-Mar-22,"4,279.50","4,291.01","4,200.49","4,204.31","4,204.31","4,938,640,000"
10-Mar-22,"4,252.55","4,268.28","4,209.80","4,259.52","4,259.52","4,980,830,000"
9-Mar-22,"4,223.10","4,299.40","4,223.10","4,277.88","4,277.88","5,662,670,000"
8-Mar-22,"4,202.66","4,276.94","4,157.87","4,170.70","4,170.70","7,243,120,000"
7-Mar-22,"4,327.01","4,327.01","4,199.85","4,201.09","4,201.09","6,940,470,000"
4-Mar-22,"4,342.12","4,342.12","4,284.98","4,328.87","4,328.87","5,797,380,000"
3-Mar-22,"4,401.31","4,416.78","4,345.56","4,363.49","4,363.49","5,039,890,000"
2-Mar-22,"4,322.56","4,401.48","4,322.56","4,386.54","4,386.54","5,337,870,000"
1-Mar-22,"4,363.14","4,378.45","4,279.54","4,306.26","4,306.26","5,846,230,000"
28-Feb-22,"4,354.17","4,388.84","4,315.12","4,373.94","4,373.94","6,071,370,000"
25-Feb-22,"4,298.38","4,385.34","4,286.83","4,384.65","4,384.65","5,177,060,000"
24-Feb-22,"4,155.77","4,294.73","4,114.65","4,288.70","4,288.70","6,752,130,000"
23-Feb-22,"4,324.93","4,341.51","4,221.51","4,225.50","4,225.50","4,797,430,000"
22-Feb-22,"4,332.74","4,362.12","4,267.11","4,304.76","4,304.76","5,121,900,000"
18-Feb-22,"4,384.57","4,394.60","4,327.22","4,348.87","4,348.87","4,708,060,000"
17-Feb-22,"4,456.06","4,456.06","4,373.81","4,380.26","4,380.26","4,539,420,000"
16-Feb-22,"4,455.75","4,489.55","4,429.68","4,475.01","4,475.01","4,283,640,000"
15-Feb-22,"4,429.28","4,472.77","4,429.28","4,471.07","4,471.07","4,430,830,000"
14-Feb-22,"4,412.61","4,426.22","4,364.84","4,401.67","4,401.67","4,600,390,000"
11-Feb-22,"4,506.27","4,526.33","4,401.41","4,418.64","4,418.64","5,251,500,000"
10-Feb-22,"4,553.24","4,588.92","4,484.31","4,504.08","4,504.08","5,314,860,000"
9-Feb-22,"4,547.00","4,590.03","4,547.00","4,587.18","4,587.18","4,524,350,000"
8-Feb-22,"4,480.02","4,531.32","4,465.40","4,521.54","4,521.54","4,459,620,000"
7-Feb-22,"4,505.75","4,521.86","4,471.47","4,483.87","4,483.87","4,228,480,000"
4-Feb-22,"4,482.79","4,539.66","4,451.50","4,500.53","4,500.53","4,706,290,000"
3-Feb-22,"4,535.41","4,542.88","4,470.39","4,477.44","4,477.44","4,401,970,000"
2-Feb-22,"4,566.39","4,595.31","4,544.32","4,589.38","4,589.38","4,481,580,000"
1-Feb-22,"4,519.57","4,550.49","4,483.53","4,546.54","4,546.54","4,816,830,000"
31-Jan-22,"4,431.79","4,516.89","4,414.02","4,515.55","4,515.55","5,098,610,000"
28-Jan-22,"4,336.19","4,432.72","4,292.46","4,431.85","4,431.85","5,031,090,000"
